timestamp,speed_hall,speed_gps,latitude,longitude,gps_valid,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,obstacle_distance,deterministic_alert,sensor_valid
96500,39.29,39.42,12.971581,77.594501,True,0.114,0.153,9.918,0.091,-0.374,0.304,132.18,0,True
96600,40.84,40.86,12.971672,77.594699,True,-0.251,-0.237,9.88,-0.249,0.514,-0.676,174.81,0,True
96700,38.66,38.54,12.971694,77.594508,True,-0.045,-0.198,9.921,-0.026,0.498,0.094,139.94,0,True
96800,39.19,39.06,12.971559,77.594684,True,0.106,0.013,9.846,-0.257,0.3,-0.717,152.33,0,True
96900,38.82,39.05,12.971643,77.594604,True,-0.149,-0.022,9.974,0.854,0.44,0.705,113.53,0,True
97000,40.1,40.76,12.971502,77.594583,True,-0.21,-0.26,9.991,-0.376,-0.625,0.388,153.77,0,True
97100,39.32,38.45,12.971594,77.594531,True,-0.09,0.035,9.69,0.258,0.856,-0.451,182.08,0,True
97200,41.47,41.64,12.971561,77.594625,True,-0.058,-0.147,9.816,0.319,-0.845,-0.695,173.07,0,True
97300,39.12,38.65,12.97152,77.594659,True,0.052,0.16,9.732,0.544,0.184,-0.446,180.73,0,True
97400,41.49,41.82,12.971595,77.594534,True,0.17,0.293,9.637,0.607,-0.707,-0.67,187.46,0,True
97500,39.29,40.09,12.97151,77.594602,True,-0.036,0.099,9.731,0.001,-0.765,0.12,137.73,0,True
97600,39.54,39.49,12.971562,77.594604,True,0.018,0.23,9.937,0.911,0.891,0.667,171.13,0,True
97700,41.36,41.48,12.971598,77.594658,True,0.111,0.035,9.774,-0.304,-0.949,-0.269,146.61,0,True
97800,40.68,41.14,12.971543,77.594612,True,0.299,0.264,9.753,-0.642,0.495,-0.979,144.21,0,True
97900,40.1,39.12,12.971562,77.594519,True,-0.079,-0.148,9.969,0.214,-0.933,-0.45,147.87,0,True
98000,38.18,38.57,12.971551,77.594625,True,0.283,0.194,9.945,0.855,0.994,0.264,149.03,0,True
98100,39.89,40.64,12.97165,77.594661,True,-0.277,-0.283,9.958,-0.694,0.472,0.742,113.16,0,True
98200,39.68,40.37,12.971511,77.594627,True,-0.263,-0.242,9.818,0.967,-0.612,0.228,101.67,0,True
98300,41.35,42.05,12.971563,77.594642,True,0.243,0.052,9.978,0.033,0.881,-0.194,183.77,0,True
98400,40.68,39.81,12.971665,77.5946,True,0.137,-0.25,9.777,-0.449,-0.603,0.011,117.3,0,True
98500,40.99,41.66,12.971501,77.594555,True,-0.09,-0.095,9.827,0.393,0.132,-0.074,111.63,0,True
98600,38.36,38.82,12.971537,77.594618,True,0.279,0.16,9.915,-0.565,-0.251,-0.837,172.43,0,True
98700,38.99,39.66,12.971628,77.59468,True,-0.185,0.153,9.653,-0.893,0.412,-0.644,114.04,0,True
98800,39.26,38.71,12.971538,77.594677,True,-0.194,-0.123,9.879,-0.471,-0.02,0.157,134.89,0,True
98900,40.57,40.47,12.971626,77.594666,True,-0.278,0.201,9.754,0.076,-0.579,0.404,134.69,0,True
99000,41.24,41.84,12.971541,77.59464,True,0.002,0.198,9.918,-0.818,0.547,-0.484,146.77,0,True
99100,38.13,37.36,12.971632,77.594537,True,-0.216,0.052,9.749,-0.244,0.177,-0.932,170.13,0,True
99200,40.52,41.26,12.971502,77.594584,True,-0.099,0.089,9.64,0.826,-0.387,-0.066,118.62,0,True
99300,38.09,38.71,12.971591,77.594615,True,-0.039,-0.06,9.934,-0.495,-0.254,-0.324,167.86,0,True
99400,39.2,40.14,12.971675,77.594653,True,0.241,0.004,9.768,0.548,0.908,-0.198,102.86,0,True
99500,40.05,40.89,12.971677,77.594693,True,0.266,-0.181,9.989,0.504,-0.74,-0.334,195.99,0,True
99600,41.88,41.5,12.971653,77.59466,True,-0.025,-0.201,9.6,-0.705,0.766,-0.397,108.04,0,True
99700,38.94,38.35,12.971518,77.594549,True,0.111,0.207,9.75,-0.045,-0.311,-0.058,168.68,0,True
99800,40.8,41.62,12.971634,77.594666,True,0.124,0.158,9.638,-0.743,0.526,-0.733,177.33,0,True
99900,41.59,42.23,12.971646,77.594585,True,-0.064,-0.257,9.795,0.481,0.173,-0.557,160.85,0,True
